application_id,school_id,programme_level,tuition_amount,household_income_monthly,number_of_dependents,orphan_status,disability_status,sponsor_type,has_other_scholarship,employment_status,cgpa,academic_standing,years_remaining,state_of_origin,socioeconomic_index,income_bracket,tuition_income_ratio
APP_001612,UNI_014,HND,444061,202108,0,0,0,Parent,0,Unemployed,4.55,Good,4,Enugu,0.7,Upper-Middle,2.2
APP_001613,UNI_019,ND,240066,335320,5,0,0,Guardian,0,Unemployed,3.58,Good,2,Osun,0.63,High,0.72
APP_001614,UNI_015,BSc,369330,78399,7,0,0,Parent,0,Unemployed,2.6,Probation,1,Plateau,0.81,Lower-Middle,4.71
APP_001615,UNI_018,ND,110267,169078,1,0,0,None,0,Full-time,3.61,Good,4,Lagos,0.25,Upper-Middle,0.65
APP_001616,UNI_002,MSc,381284,72434,5,0,0,Parent,0,Part-time,2.55,Good,4,Anambra,0.52,Lower-Middle,5.26
APP_001617,UNI_022,BSc,325506,133214,4,0,0,Parent,1,Unemployed,1.8,Good,3,Ekiti,0.82,Upper-Middle,2.44
APP_001618,UNI_028,HND,373892,346735,5,0,0,Parent,0,Unemployed,3.1,Good,2,Kogi,0.26,High,1.08
APP_001619,UNI_017,BSc,170139,154141,7,0,0,None,0,Part-time,4.34,Good,1,Borno,0.6,Upper-Middle,1.1
APP_001620,UNI_018,BSc,144875,26486,5,0,0,Parent,0,Unemployed,4.5,Probation,2,Enugu,0.42,Low,5.47
APP_001621,UNI_030,HND,273766,216461,7,1,0,Parent,0,Full-time,3.29,Good,2,Osun,0.6,Upper-Middle,1.26
APP_001622,UNI_006,BSc,108615,48800,6,0,0,None,0,Part-time,3.81,Probation,2,Nasarawa,0.27,Low,2.23
APP_001623,UNI_019,BSc,287716,188292,6,0,0,Parent,0,Part-time,3.52,Good,2,Kaduna,0.58,Upper-Middle,1.53
APP_001624,UNI_004,BSc,446279,144322,6,0,0,None,0,Unemployed,4.18,Probation,1,Kogi,0.56,Upper-Middle,3.09
APP_001625,UNI_001,ND,114062,207326,1,0,0,Parent,0,Unemployed,1.84,Good,2,Kano,0.25,Upper-Middle,0.55
APP_001626,UNI_008,BSc,397266,294013,4,0,0,None,0,Full-time,2.82,Good,3,Oyo,0.36,High,1.35
APP_001627,UNI_029,BSc,259503,56454,3,0,0,Guardian,0,Unemployed,2.34,Good,4,Lagos,0.29,Low,4.6
APP_001628,UNI_023,ND,153086,338957,2,0,0,None,0,Unemployed,1.52,Good,2,Plateau,0.53,High,0.45
APP_001629,UNI_007,HND,370349,86326,3,0,0,Parent,0,Part-time,4.24,Good,3,Rivers,0.4,Lower-Middle,4.29
APP_001630,UNI_003,BSc,360603,67595,0,0,0,None,0,Unemployed,1.94,Good,3,Ekiti,0.56,Lower-Middle,5.33
APP_001631,UNI_010,ND,323206,323328,7,0,0,None,0,Part-time,2.57,Good,4,Benue,0.59,High,1.0
APP_001632,UNI_010,BSc,322407,278184,3,0,0,Parent,0,Full-time,4.36,Good,4,Osun,0.21,High,1.16
APP_001633,UNI_019,BSc,321245,167681,2,0,0,None,0,Unemployed,3.88,Good,3,Nasarawa,0.81,Upper-Middle,1.92
APP_001634,UNI_014,BSc,369873,140036,7,0,0,Parent,1,Unemployed,3.37,Good,4,Kano,0.3,Upper-Middle,2.64
APP_001635,UNI_002,ND,330967,94539,2,0,0,None,0,Unemployed,2.52,Good,4,Kogi,0.79,Lower-Middle,3.5
APP_001636,UNI_028,BSc,380729,47068,4,0,0,Parent,0,Unemployed,3.2,Good,2,Anambra,0.58,Low,8.09
APP_001637,UNI_001,BSc,163698,66996,6,0,0,Parent,0,Unemployed,1.69,Good,4,Ekiti,0.36,Lower-Middle,2.44
APP_001638,UNI_023,BSc,125635,220831,3,0,0,Guardian,0,Unemployed,3.9,Good,2,Ondo,0.75,Upper-Middle,0.57
APP_001639,UNI_023,BSc,255926,109440,0,0,0,Parent,0,Unemployed,2.28,Good,4,Enugu,0.65,Lower-Middle,2.34
APP_001640,UNI_028,BSc,287298,187906,5,0,0,Parent,0,Unemployed,3.08,Probation,4,Kogi,0.66,Upper-Middle,1.53
APP_001641,UNI_018,MSc,109104,171818,5,0,0,Parent,0,Part-time,1.81,Good,4,Nasarawa,0.42,Upper-Middle,0.63
APP_001642,UNI_007,BSc,356914,303551,0,0,0,None,0,Full-time,3.85,Good,3,Kano,0.48,High,1.18
APP_001643,UNI_029,BSc,339258,46403,4,0,0,Guardian,0,Unemployed,4.46,Good,2,Oyo,0.58,Low,7.31
APP_001644,UNI_008,MSc,323705,293781,7,0,0,Parent,0,Part-time,3.0,Good,3,Benue,0.46,High,1.1
APP_001645,UNI_001,BSc,229029,159684,5,0,0,None,0,Unemployed,1.77,Good,2,Ekiti,0.45,Upper-Middle,1.43
APP_001646,UNI_025,HND,135178,181482,4,0,0,Guardian,0,Unemployed,4.62,Good,4,Ondo,0.79,Upper-Middle,0.74
APP_001647,UNI_023,ND,437299,80108,5,0,0,None,0,Part-time,2.98,Good,2,Abuja,0.87,Lower-Middle,5.46
APP_001648,UNI_003,BSc,100828,250747,5,0,0,Parent,0,Unemployed,1.77,Good,1,Enugu,0.54,High,0.4
APP_001649,UNI_024,BSc,359315,220846,3,0,0,Parent,0,Unemployed,2.12,Good,4,Osun,0.81,Upper-Middle,1.63
APP_001650,UNI_023,BSc,310921,243372,4,0,0,Parent,0,Unemployed,1.9,Good,3,Osun,0.76,Upper-Middle,1.28
APP_001651,UNI_027,BSc,257338,268372,2,1,0,Parent,1,Unemployed,2.15,Good,4,Benue,0.54,High,0.96
APP_001652,UNI_029,HND,339595,345738,0,0,0,None,0,Unemployed,2.01,Good,1,Rivers,0.66,High,0.98
APP_001653,UNI_008,BSc,257011,300608,5,0,0,Parent,0,Unemployed,4.55,Good,4,Rivers,0.25,High,0.85
APP_001654,UNI_022,ND,94202,312982,6,0,0,None,0,Unemployed,2.19,Probation,2,Ondo,0.65,High,0.3
APP_001655,UNI_025,BSc,248214,25919,2,0,0,None,0,Unemployed,2.96,Good,1,Oyo,0.37,Low,9.58
APP_001656,UNI_015,BSc,167367,289941,1,0,0,Parent,0,Unemployed,3.91,Good,1,Enugu,0.86,High,0.58
APP_001657,UNI_005,BSc,139046,202959,2,0,0,Parent,0,Unemployed,3.73,Good,4,Nasarawa,0.67,Upper-Middle,0.69
APP_001658,UNI_003,BSc,351993,108003,6,0,0,Parent,0,Unemployed,4.66,Good,2,Abuja,0.63,Lower-Middle,3.26
APP_001659,UNI_019,BSc,231511,123638,0,0,0,None,0,Unemployed,4.69,Good,1,Anambra,0.83,Upper-Middle,1.87
APP_001660,UNI_001,BSc,293598,254316,1,0,0,Parent,0,Full-time,3.38,Good,3,Osun,0.72,High,1.15
APP_001661,UNI_028,ND,421016,97557,3,0,0,None,0,Unemployed,3.98,Good,3,Plateau,0.49,Lower-Middle,4.32
APP_001662,UNI_015,HND,115344,309402,6,1,0,Parent,1,Unemployed,2.77,Good,2,Ekiti,0.75,High,0.37
APP_001663,UNI_008,BSc,264348,135090,1,0,0,None,0,Unemployed,2.92,Probation,2,Kano,0.85,Upper-Middle,1.96
APP_001664,UNI_002,MSc,155604,170431,4,1,0,Parent,0,Part-time,1.84,Good,2,Lagos,0.86,Upper-Middle,0.91
APP_001665,UNI_003,BSc,340408,111714,0,0,0,Parent,0,Part-time,3.72,Good,4,Ekiti,0.37,Lower-Middle,3.05
APP_001666,UNI_024,BSc,320377,32914,4,0,0,Guardian,0,Full-time,2.39,Good,1,Plateau,0.58,Low,9.73
APP_001667,UNI_014,HND,438694,158608,2,0,0,None,0,Unemployed,1.76,Good,3,Ekiti,0.76,Upper-Middle,2.77
APP_001668,UNI_024,BSc,154383,206143,3,0,0,None,0,Unemployed,1.82,Good,1,Lagos,0.89,Upper-Middle,0.75
APP_001669,UNI_014,BSc,281489,141448,0,0,0,Guardian,0,Part-time,3.88,Good,2,Enugu,0.26,Upper-Middle,1.99
APP_001670,UNI_011,HND,121182,53748,3,0,0,Parent,0,Part-time,2.26,Good,4,Kogi,0.74,Low,2.25
APP_001671,UNI_016,ND,274661,321592,5,0,0,Parent,0,Unemployed,4.04,Good,3,Kogi,0.52,High,0.85
APP_001672,UNI_004,MSc,104180,328276,0,0,0,Parent,1,Part-time,4.49,Good,2,Borno,0.79,High,0.32
APP_001673,UNI_020,HND,325421,96022,6,0,0,None,0,Part-time,2.62,Good,4,Plateau,0.73,Lower-Middle,3.39
APP_001674,UNI_005,HND,131372,96323,4,0,0,None,0,Unemployed,4.12,Good,4,Kano,0.52,Lower-Middle,1.36
APP_001675,UNI_022,ND,183427,121242,2,0,0,None,0,Unemployed,2.91,Good,1,Ekiti,0.85,Upper-Middle,1.51
APP_001676,UNI_021,MSc,149086,80120,1,0,0,Parent,0,Unemployed,4.05,Good,2,Anambra,0.46,Lower-Middle,1.86
APP_001677,UNI_014,BSc,364307,80592,7,0,0,Parent,0,Part-time,2.51,Good,1,Anambra,0.48,Lower-Middle,4.52
APP_001678,UNI_023,BSc,320010,225103,7,0,0,Parent,0,Unemployed,4.57,Good,3,Abuja,0.73,Upper-Middle,1.42
APP_001679,UNI_016,MSc,274161,29885,3,0,0,Parent,0,Unemployed,4.76,Good,1,Rivers,0.39,Low,9.17
APP_001680,UNI_018,HND,306283,149006,0,0,0,None,0,Unemployed,2.77,Good,4,Rivers,0.74,Upper-Middle,2.06
APP_001681,UNI_007,BSc,321553,115964,0,1,0,Parent,0,Part-time,2.16,Good,3,Kaduna,0.76,Lower-Middle,2.77
APP_001682,UNI_010,ND,112934,208133,5,0,0,Guardian,0,Unemployed,3.76,Good,4,Kaduna,0.71,Upper-Middle,0.54
APP_001683,UNI_007,HND,135595,182394,3,0,0,Guardian,0,Unemployed,3.43,Good,3,Benue,0.46,Upper-Middle,0.74
APP_001684,UNI_001,BSc,106592,70073,1,0,0,None,0,Part-time,4.77,Good,3,Abuja,0.53,Lower-Middle,1.52
APP_001685,UNI_023,BSc,317685,307140,2,0,0,None,0,Part-time,4.18,Good,1,Benue,0.59,High,1.03
APP_001686,UNI_021,BSc,103039,112290,0,0,0,Parent,0,Part-time,4.26,Good,1,Anambra,0.29,Lower-Middle,0.92
APP_001687,UNI_019,BSc,431406,180321,7,0,0,Parent,1,Part-time,3.9,Probation,1,Enugu,0.46,Upper-Middle,2.39
APP_001688,UNI_016,BSc,311582,272028,0,0,0,Parent,0,Unemployed,2.66,Good,3,Ekiti,0.31,High,1.15
APP_001689,UNI_029,ND,114018,238021,3,0,0,Parent,0,Unemployed,4.59,Good,1,Rivers,0.39,Upper-Middle,0.48
APP_001690,UNI_019,HND,395302,146379,3,0,0,None,0,Unemployed,3.04,Good,2,Kogi,0.83,Upper-Middle,2.7
APP_001691,UNI_004,HND,337061,221295,0,0,0,None,0,Unemployed,2.82,Good,3,Ekiti,0.24,Upper-Middle,1.52
APP_001692,UNI_029,HND,374318,254733,0,0,0,None,0,Unemployed,2.14,Good,2,Anambra,0.59,High,1.47
APP_001693,UNI_028,BSc,438085,315239,5,0,0,None,0,Unemployed,2.5,Good,1,Oyo,0.5,High,1.39
APP_001694,UNI_018,HND,253703,112971,0,0,0,None,0,Part-time,1.51,Good,1,Anambra,0.67,Lower-Middle,2.25
APP_001695,UNI_002,HND,445525,110463,4,0,0,None,0,Unemployed,3.68,Good,1,Enugu,0.87,Lower-Middle,4.03
APP_001696,UNI_001,BSc,226624,204956,0,0,0,None,0,Unemployed,3.5,Good,2,Kano,0.52,Upper-Middle,1.11
APP_001697,UNI_015,BSc,187532,269668,2,0,0,None,0,Part-time,2.83,Good,1,Osun,0.55,High,0.7
APP_001698,UNI_005,HND,376791,25291,2,0,0,None,0,Unemployed,4.69,Good,2,Kogi,0.28,Low,14.9
APP_001699,UNI_020,ND,137940,133844,6,0,0,Parent,0,Unemployed,3.79,Good,1,Kano,0.84,Upper-Middle,1.03
APP_001700,UNI_011,BSc,211692,285266,5,0,1,Guardian,0,Unemployed,2.3,Good,4,Abuja,0.47,High,0.74
APP_001701,UNI_010,BSc,234154,24876,1,0,1,None,0,Unemployed,2.75,Probation,1,Plateau,0.23,Low,9.41
APP_001702,UNI_002,BSc,232963,263082,3,0,0,None,0,Unemployed,3.2,Probation,3,Plateau,0.57,High,0.89
APP_001703,UNI_003,BSc,186566,77147,1,0,0,Parent,0,Unemployed,3.3,Probation,3,Anambra,0.79,Lower-Middle,2.42
APP_001704,UNI_023,MSc,404539,152895,0,0,0,Parent,1,Unemployed,2.41,Good,1,Anambra,0.61,Upper-Middle,2.65
APP_001705,UNI_023,BSc,130955,334796,3,0,0,None,0,Part-time,2.32,Probation,4,Anambra,0.62,High,0.39
APP_001706,UNI_012,BSc,374458,122377,0,0,1,None,0,Unemployed,2.49,Good,2,Plateau,0.22,Upper-Middle,3.06
APP_001707,UNI_020,BSc,133685,209276,3,0,0,Guardian,0,Unemployed,4.68,Good,2,Oyo,0.88,Upper-Middle,0.64
APP_001708,UNI_005,ND,203947,122699,5,0,0,None,0,Unemployed,2.69,Good,4,Abuja,0.48,Upper-Middle,1.66
APP_001709,UNI_005,MSc,406927,255427,6,0,0,Guardian,0,Unemployed,2.73,Good,4,Ondo,0.3,High,1.59
APP_001710,UNI_006,BSc,180229,250852,4,0,0,Parent,0,Unemployed,3.88,Good,4,Kaduna,0.3,High,0.72
APP_001711,UNI_030,HND,392333,38980,7,0,0,Parent,0,Part-time,2.04,Good,4,Kano,0.67,Low,10.06
APP_001712,UNI_009,BSc,435698,289265,6,0,0,Parent,0,Unemployed,3.62,Good,1,Nasarawa,0.5,High,1.51
APP_001713,UNI_002,HND,99567,224562,4,0,0,None,0,Unemployed,3.7,Good,3,Kogi,0.24,Upper-Middle,0.44
APP_001714,UNI_021,BSc,418233,272703,4,0,0,Parent,0,Part-time,1.71,Good,1,Plateau,0.26,High,1.53
APP_001715,UNI_012,BSc,220702,233525,6,0,0,None,0,Unemployed,2.13,Good,3,Abuja,0.5,Upper-Middle,0.95
APP_001716,UNI_003,BSc,383588,103176,5,0,0,Parent,0,Unemployed,3.04,Good,3,Abuja,0.76,Lower-Middle,3.72
APP_001717,UNI_020,BSc,166184,70809,6,0,0,None,0,Part-time,4.26,Good,4,Enugu,0.3,Lower-Middle,2.35
APP_001718,UNI_026,HND,242679,144032,1,0,0,None,0,Unemployed,3.92,Good,4,Nasarawa,0.28,Upper-Middle,1.68
APP_001719,UNI_022,BSc,366965,136440,3,0,0,Parent,0,Unemployed,4.38,Good,4,Plateau,0.53,Upper-Middle,2.69
APP_001720,UNI_012,BSc,94601,305241,1,0,0,Parent,0,Full-time,4.31,Good,4,Abuja,0.57,High,0.31
APP_001721,UNI_024,BSc,256976,22978,7,0,0,None,0,Unemployed,3.19,Good,3,Anambra,0.56,Low,11.18
APP_001722,UNI_017,BSc,192882,155404,3,0,0,Parent,1,Unemployed,3.55,Good,4,Nasarawa,0.55,Upper-Middle,1.24
APP_001723,UNI_010,BSc,413801,252389,7,0,0,Parent,0,Part-time,4.54,Good,2,Anambra,0.82,High,1.64
APP_001724,UNI_030,BSc,249629,274652,7,0,0,Parent,0,Unemployed,3.95,Good,3,Lagos,0.47,High,0.91
APP_001725,UNI_024,HND,263595,297233,0,0,0,Parent,0,Full-time,2.68,Good,2,Abuja,0.22,High,0.89
APP_001726,UNI_027,MSc,423990,338948,7,1,0,Parent,0,Full-time,2.66,Good,1,Nasarawa,0.21,High,1.25
APP_001727,UNI_014,BSc,392646,215824,4,0,0,Parent,0,Unemployed,2.71,Good,1,Osun,0.48,Upper-Middle,1.82
APP_001728,UNI_023,BSc,203409,74018,4,0,0,Parent,0,Unemployed,3.13,Good,3,Anambra,0.83,Lower-Middle,2.75
APP_001729,UNI_017,ND,102098,147198,3,0,0,Guardian,0,Unemployed,2.7,Good,2,Nasarawa,0.7,Upper-Middle,0.69
APP_001730,UNI_018,HND,256974,266882,1,0,0,Parent,0,Unemployed,2.12,Probation,2,Borno,0.6,High,0.96
APP_001731,UNI_019,BSc,198502,285974,1,0,0,None,0,Unemployed,3.46,Good,4,Kaduna,0.69,High,0.69
APP_001732,UNI_017,BSc,300139,308142,2,0,0,Parent,0,Unemployed,4.37,Good,2,Osun,0.32,High,0.97
APP_001733,UNI_014,BSc,250325,349220,4,0,0,None,0,Unemployed,3.13,Good,2,Osun,0.41,High,0.72
APP_001734,UNI_009,MSc,417660,181749,4,0,0,Guardian,0,Unemployed,2.22,Good,3,Lagos,0.75,Upper-Middle,2.3
APP_001735,UNI_008,BSc,335654,49101,1,0,0,Parent,0,Part-time,4.18,Good,3,Lagos,0.21,Low,6.84
APP_001736,UNI_002,BSc,124280,260575,4,1,0,Parent,0,Full-time,3.99,Good,3,Oyo,0.41,High,0.48
APP_001737,UNI_013,ND,351095,27053,1,0,0,Parent,0,Unemployed,3.81,Good,2,Abuja,0.87,Low,12.98
APP_001738,UNI_025,BSc,88117,156742,2,0,0,None,0,Unemployed,3.73,Good,3,Plateau,0.63,Upper-Middle,0.56
APP_001739,UNI_007,HND,105979,132566,3,0,0,Parent,0,Unemployed,4.08,Good,2,Benue,0.71,Upper-Middle,0.8
APP_001740,UNI_009,BSc,96915,133651,7,0,0,Parent,0,Full-time,4.24,Good,3,Benue,0.48,Upper-Middle,0.73
APP_001741,UNI_022,MSc,401405,161353,3,0,0,Guardian,0,Unemployed,4.46,Good,1,Enugu,0.27,Upper-Middle,2.49
APP_001742,UNI_022,MSc,308732,234730,2,0,0,Parent,0,Full-time,3.51,Good,1,Nasarawa,0.68,Upper-Middle,1.32
APP_001743,UNI_011,BSc,198825,73341,4,0,0,Parent,0,Part-time,2.8,Good,4,Abuja,0.5,Lower-Middle,2.71
APP_001744,UNI_014,BSc,320984,88069,6,0,0,Guardian,1,Unemployed,1.8,Good,1,Kaduna,0.3,Lower-Middle,3.64
APP_001745,UNI_004,BSc,441046,205493,0,0,0,None,0,Unemployed,3.88,Good,3,Anambra,0.83,Upper-Middle,2.15
APP_001746,UNI_026,ND,415108,347467,4,0,0,None,0,Unemployed,1.97,Good,1,Ekiti,0.38,High,1.19
APP_001747,UNI_026,BSc,377821,254452,7,0,0,None,0,Unemployed,4.37,Good,4,Anambra,0.44,High,1.48
APP_001748,UNI_029,ND,391974,243930,1,0,0,Guardian,0,Unemployed,2.84,Good,3,Abuja,0.35,Upper-Middle,1.61
APP_001749,UNI_013,BSc,88922,266244,5,0,0,None,1,Unemployed,4.39,Probation,4,Kano,0.47,High,0.33
APP_001750,UNI_002,HND,176696,203678,7,0,0,Parent,0,Part-time,3.21,Good,1,Lagos,0.63,Upper-Middle,0.87
APP_001751,UNI_023,HND,147561,292020,0,0,0,Parent,0,Unemployed,3.0,Good,1,Kano,0.34,High,0.51
APP_001752,UNI_005,BSc,355364,122591,2,1,0,None,0,Unemployed,2.7,Good,1,Kano,0.45,Upper-Middle,2.9
APP_001753,UNI_011,BSc,133380,263432,3,0,0,Guardian,0,Unemployed,1.7,Good,4,Rivers,0.21,High,0.51
APP_001754,UNI_006,BSc,295090,35171,3,0,0,Parent,0,Unemployed,1.54,Good,1,Lagos,0.31,Low,8.39
APP_001755,UNI_018,ND,201449,324348,6,0,0,Parent,0,Unemployed,3.18,Good,2,Borno,0.83,High,0.62
APP_001756,UNI_021,BSc,353079,325878,4,0,0,None,0,Unemployed,4.47,Good,3,Oyo,0.64,High,1.08
APP_001757,UNI_010,HND,345928,277030,3,0,0,None,0,Unemployed,3.43,Good,2,Ekiti,0.55,High,1.25
APP_001758,UNI_004,BSc,231293,116621,7,0,0,Parent,0,Part-time,4.35,Good,1,Lagos,0.56,Lower-Middle,1.98
APP_001759,UNI_009,BSc,98069,277069,4,0,0,None,0,Part-time,4.8,Good,4,Nasarawa,0.65,High,0.35
APP_001760,UNI_006,BSc,115682,276392,6,0,0,Parent,0,Unemployed,2.09,Good,2,Benue,0.35,High,0.42
APP_001761,UNI_002,BSc,174303,215513,6,0,0,None,1,Unemployed,3.68,Good,3,Borno,0.22,Upper-Middle,0.81
APP_001762,UNI_017,HND,419962,65078,1,0,0,Guardian,0,Unemployed,2.88,Good,4,Nasarawa,0.49,Lower-Middle,6.45
APP_001763,UNI_005,BSc,242304,309922,1,0,0,Parent,0,Unemployed,2.19,Good,4,Lagos,0.84,High,0.78
APP_001764,UNI_025,BSc,386417,227998,2,0,0,Parent,0,Unemployed,2.29,Good,3,Kano,0.56,Upper-Middle,1.69
APP_001765,UNI_006,BSc,135210,171996,5,0,0,None,0,Unemployed,2.31,Good,1,Enugu,0.82,Upper-Middle,0.79
APP_001766,UNI_026,BSc,415335,65832,1,0,0,Parent,0,Unemployed,3.91,Good,1,Anambra,0.29,Lower-Middle,6.31
APP_001767,UNI_012,ND,371605,128540,4,0,0,None,0,Unemployed,2.67,Good,1,Kano,0.39,Upper-Middle,2.89
APP_001768,UNI_023,BSc,346754,256852,3,1,0,None,0,Part-time,2.34,Good,3,Nasarawa,0.65,High,1.35
APP_001769,UNI_021,BSc,399117,86243,1,0,0,None,1,Unemployed,4.42,Good,1,Nasarawa,0.22,Lower-Middle,4.63
APP_001770,UNI_010,HND,218655,265701,1,1,0,Guardian,0,Full-time,1.61,Good,2,Kogi,0.31,High,0.82
APP_001771,UNI_022,ND,105583,52815,4,0,0,Guardian,0,Unemployed,3.93,Good,4,Benue,0.28,Low,2.0
APP_001772,UNI_021,ND,228773,316826,6,0,0,Parent,0,Unemployed,4.67,Good,2,Osun,0.56,High,0.72
APP_001773,UNI_027,MSc,349024,37489,1,0,0,Parent,1,Part-time,3.56,Good,3,Plateau,0.82,Low,9.31
APP_001774,UNI_025,BSc,169257,280358,3,0,0,Parent,0,Unemployed,3.31,Good,3,Borno,0.2,High,0.6
APP_001775,UNI_006,ND,316584,339845,5,0,0,None,0,Unemployed,1.7,Good,2,Enugu,0.24,High,0.93
APP_001776,UNI_027,BSc,303462,258047,3,0,0,Parent,0,Unemployed,3.16,Good,3,Borno,0.66,High,1.18
APP_001777,UNI_008,BSc,192024,201090,6,0,0,Parent,0,Unemployed,2.69,Good,4,Plateau,0.46,Upper-Middle,0.95
APP_001778,UNI_002,BSc,414561,162524,5,0,0,Parent,0,Part-time,4.07,Good,4,Kano,0.83,Upper-Middle,2.55
APP_001779,UNI_012,ND,83722,310779,3,0,0,Parent,0,Unemployed,4.18,Good,1,Kano,0.58,High,0.27
APP_001780,UNI_013,HND,100077,249355,7,0,0,Guardian,0,Full-time,2.05,Good,1,Abuja,0.24,Upper-Middle,0.4
APP_001781,UNI_025,BSc,160868,119332,7,0,0,Parent,0,Unemployed,3.22,Good,4,Lagos,0.2,Lower-Middle,1.35
APP_001782,UNI_021,ND,330152,269488,6,0,0,Parent,0,Part-time,4.34,Good,3,Oyo,0.51,High,1.23
APP_001783,UNI_007,HND,207430,172259,3,0,1,Guardian,0,Part-time,3.56,Good,1,Rivers,0.48,Upper-Middle,1.2
APP_001784,UNI_010,MSc,316600,305097,0,0,0,Parent,0,Unemployed,3.09,Good,3,Ekiti,0.54,High,1.04
APP_001785,UNI_013,BSc,355373,288422,6,0,0,Guardian,0,Part-time,4.46,Good,1,Benue,0.5,High,1.23
APP_001786,UNI_017,HND,415482,195638,3,0,1,None,0,Unemployed,4.69,Good,2,Kogi,0.62,Upper-Middle,2.12
APP_001787,UNI_026,ND,272751,79722,6,0,0,None,0,Unemployed,2.28,Good,2,Rivers,0.83,Lower-Middle,3.42
APP_001788,UNI_021,ND,82598,300180,6,0,0,Parent,0,Unemployed,2.1,Good,1,Nasarawa,0.73,High,0.28
APP_001789,UNI_028,HND,172297,133031,0,1,0,None,0,Full-time,4.35,Probation,4,Kaduna,0.57,Upper-Middle,1.3
APP_001790,UNI_030,BSc,92741,175655,3,0,0,Guardian,0,Unemployed,2.3,Good,4,Ekiti,0.57,Upper-Middle,0.53
APP_001791,UNI_026,BSc,149360,160548,6,1,0,Parent,0,Full-time,4.3,Good,3,Plateau,0.89,Upper-Middle,0.93
APP_001792,UNI_014,BSc,378432,90854,6,0,0,Guardian,0,Unemployed,2.49,Good,1,Ondo,0.86,Lower-Middle,4.17
APP_001793,UNI_002,MSc,212321,114805,3,0,0,None,0,Part-time,1.56,Good,3,Borno,0.31,Lower-Middle,1.85
APP_001794,UNI_028,BSc,234042,175826,4,0,0,None,0,Unemployed,2.89,Good,1,Ondo,0.65,Upper-Middle,1.33
APP_001795,UNI_022,HND,95565,302123,5,0,0,None,0,Unemployed,1.63,Good,4,Nasarawa,0.42,High,0.32
APP_001796,UNI_011,BSc,399139,212233,3,0,0,None,0,Part-time,2.19,Good,2,Oyo,0.34,Upper-Middle,1.88
APP_001797,UNI_001,MSc,295066,318166,1,0,0,Parent,0,Unemployed,3.08,Good,2,Benue,0.86,High,0.93
APP_001798,UNI_019,BSc,131656,24453,3,0,0,None,0,Part-time,1.63,Good,2,Anambra,0.26,Low,5.38
APP_001799,UNI_021,ND,125765,333719,7,0,0,Parent,0,Part-time,1.61,Good,1,Benue,0.22,High,0.38
APP_001800,UNI_004,BSc,213086,77260,2,0,0,Parent,0,Part-time,2.01,Good,1,Ekiti,0.53,Lower-Middle,2.76
APP_001801,UNI_019,BSc,281552,237789,7,0,0,None,0,Part-time,3.03,Good,3,Kaduna,0.58,Upper-Middle,1.18
APP_001802,UNI_026,MSc,310324,239973,4,0,0,None,0,Unemployed,4.71,Good,1,Benue,0.28,Upper-Middle,1.29
APP_001803,UNI_029,ND,194794,111862,4,0,0,Parent,0,Unemployed,1.81,Good,2,Abuja,0.86,Lower-Middle,1.74
APP_001804,UNI_021,BSc,188987,191777,3,0,0,Parent,0,Unemployed,3.55,Good,1,Enugu,0.26,Upper-Middle,0.99
APP_001805,UNI_011,BSc,340131,74029,2,1,0,Guardian,0,Part-time,3.14,Good,1,Oyo,0.71,Lower-Middle,4.59
APP_001806,UNI_008,BSc,314068,52952,6,0,0,Parent,1,Unemployed,1.7,Good,4,Oyo,0.46,Low,5.93
APP_001807,UNI_011,BSc,399642,252509,5,0,0,Guardian,0,Unemployed,1.61,Good,3,Abuja,0.38,High,1.58
APP_001808,UNI_004,ND,410920,221586,3,0,0,None,0,Unemployed,2.23,Good,2,Plateau,0.35,Upper-Middle,1.85
APP_001809,UNI_017,HND,203675,140825,1,0,0,None,0,Unemployed,3.76,Probation,4,Enugu,0.32,Upper-Middle,1.45
APP_001810,UNI_027,HND,141711,230381,6,0,1,Parent,1,Unemployed,4.68,Good,4,Borno,0.57,Upper-Middle,0.62
APP_001811,UNI_007,MSc,122530,149959,4,0,0,Parent,0,Unemployed,3.34,Good,2,Abuja,0.23,Upper-Middle,0.82
APP_001812,UNI_008,HND,290339,41796,6,0,0,Parent,0,Part-time,1.65,Good,2,Enugu,0.74,Low,6.95
APP_001813,UNI_003,BSc,208236,201420,4,0,0,Parent,0,Unemployed,2.35,Good,2,Borno,0.36,Upper-Middle,1.03
APP_001814,UNI_022,BSc,360060,204405,5,0,0,None,0,Unemployed,4.61,Good,4,Ondo,0.5,Upper-Middle,1.76
APP_001815,UNI_002,HND,120376,299866,2,0,0,None,0,Part-time,1.54,Good,1,Borno,0.26,High,0.4
APP_001816,UNI_023,BSc,196128,239163,0,0,0,None,0,Unemployed,3.49,Good,2,Borno,0.53,Upper-Middle,0.82
APP_001817,UNI_015,BSc,276118,132761,5,0,0,None,0,Unemployed,2.09,Good,2,Abuja,0.64,Upper-Middle,2.08
APP_001818,UNI_024,BSc,269814,99098,2,0,0,Parent,0,Unemployed,1.72,Good,4,Nasarawa,0.23,Lower-Middle,2.72
APP_001819,UNI_022,BSc,165566,268380,7,0,0,None,0,Part-time,2.34,Good,1,Ekiti,0.81,High,0.62
APP_001820,UNI_022,BSc,419269,45258,6,0,0,Parent,0,Unemployed,4.59,Good,2,Borno,0.41,Low,9.26
